CDS,length,EarL1,EarL2,EarL3,LateL1,LateL2,LateL3,Male1,Male2,Male3,NPF1,NPF2,NPF3,PreL1,PreL2,PreL3
DpSigP-59009,443,41,18,119,19,260,165,77,78,32,21,97,116,125,8,42
DpSigP-59066,1709,1222,2621,1251,1440,1355,1598,1446,1579,1247,1893,1139,1808,1730,1058,756
DpSigP-59091,175,6,8,9,16,16,8,14,17,16,4,14,17,11,2,11
DpSigP-59164,291,0,0,0,0,0,0,154,153,106,0,0,0,0,0,0
DpSigP-59167,151,21,6,20,9,21,13,20,24,22,28,33,35,29,5,12
DpSigP-59253,257,99,93,141,72,123,160,133,62,53,63,81,146,127,26,89
DpSigP-59256,218,0,2,7,7,5,8,7,8,16,0,4,10,18,1,1
DpSigP-59328,181,791,454,1883,618,3179,3127,345,1542,1918,1,904,3007,3858,37,4289
DpSigP-5937,254,1370,481,1262,750,1274,1338,903,973,841,142,864,1341,1252,359,665
DpSigP-59450,182,2,3,9,11,5,5,6,4,6,8,5,7,11,2,9
DpSigP-59458,161,62,19,53,25,57,63,68,30,47,54,101,57,39,15,52
DpSigP-59486,671,2,0,13,3,3,9,14,9,25,12,23,14,12,1,3
DpSigP-5952,220,371,224,366,230,347,335,307,198,182,40,234,342,193,109,350
DpSigP-59522,290,12,1,9,0,7,4,23,22,7,0,1,0,3,0,0
DpSigP-5957,1232,144,17,108,60,158,186,207,235,244,23,79,90,168,55,116
DpSigP-59597,153,28,37,65,36,44,68,72,91,112,22,76,60,132,20,34
DpSigP-59671,373,5,0,3,2,10,4,5,11,16,3,8,8,6,1,3
DpSigP-59674,206,284,64,322,96,338,372,287,182,132,87,294,447,193,47,227
DpSigP-59788,156,339,145,461,257,512,523,633,316,244,1,457,530,346,130,266
DpSigP-59797,218,6,0,12,9,6,24,14,17,35,7,13,20,23,7,17
DpSigP-5983,161,40,37,55,63,66,86,48,44,43,6,43,86,77,15,72
DpSigP-5986,1691,36,2,116,31,114,185,110,94,174,178,226,209,302,13,95
DpSigP-59878,701,23,4,21,15,33,30,27,31,15,4,12,7,68,0,7
DpSigP-5995,194,40,44,25,38,33,46,17,24,45,38,53,71,49,41,43
DpSigP-60033,1070,15899,1251,1356,10577,15617,13074,101,176,137,577,888,2941,696,182,144
DpSigP-60052,563,9,3,22,12,12,5,99,123,53,3,2,0,9,1,2
DpSigP-60095,171,25,4,34,25,50,88,30,8,9,6,38,40,18,7,23
DpSigP-60103,1575,79,1,129,24,41,33,244,445,212,10,10,6,52,5,4
DpSigP-60230,189,22,0,15,1,7,9,2,4,6,1,0,65,5,1,37
DpSigP-60258,623,273,13,58,69,94,67,119,162,132,3,31,35,65,85,99
DpSigP-60317,176,25,15,52,18,55,63,35,39,41,32,37,59,61,9,16
DpSigP-6032,227,3,2,3,0,4,22,5,13,1,3,8,17,9,0,3
DpSigP-6034,317,14,0,24,1,8,30,16,26,12,8,11,25,26,1,11
DpSigP-60354,1190,17,4,56,9,41,37,53,51,45,8,21,49,60,2,13
DpSigP-60390,203,0,0,7,1,11,10,7,11,7,10,9,11,7,1,5
DpSigP-60470,401,21,5,5,12,22,5,60,92,44,0,2,0,7,1,1
DpSigP-60523,232,1,1,3,1,4,6,21,26,5,0,1,0,3,2,1
DpSigP-60533,473,12,4,0,1,3,6,11,9,6,2,3,4,3,4,3
DpSigP-60537,161,13,8,13,12,20,24,10,31,17,16,13,12,24,2,5
DpSigP-60559,179,137,37,256,82,255,303,173,299,313,73,222,286,462,25,105
DpSigP-60706,251,1,0,4,2,2,1,2,4,2,7,17,10,3,0,2
DpSigP-60744,218,44,18,38,29,26,57,56,20,13,24,18,47,29,10,22
DpSigP-60862,167,7,6,9,5,18,10,17,10,18,4,9,18,40,2,7
DpSigP-6087,239,54,27,82,46,65,78,61,81,53,23,41,71,76,7,41
DpSigP-6091,518,72,89,148,47,233,858,5,39,3,12,57,124,694,33,266
DpSigP-60947,191,113,27,51,27,54,43,62,27,37,23,51,56,52,23,170
DpSigP-60968,167,89,29,114,66,105,114,102,127,107,41,156,116,139,14,91
DpSigP-61,377,86,81,118,85,125,122,133,81,65,53,95,149,148,32,62
DpSigP-61060,383,19,2,19,5,9,15,12,22,25,6,3,11,12,4,4
DpSigP-61077,168,6,5,25,8,32,28,28,13,2,0,16,25,33,4,21
DpSigP-61088,1526,1583,358,1668,675,2378,2275,1377,1621,2194,490,1033,1840,3438,540,1462
DpSigP-61099,166,278,226,234,175,249,312,268,280,275,92,151,238,352,108,210
DpSigP-611,203,260,99,340,195,318,404,414,536,474,243,386,405,576,70,192
DpSigP-61118,211,253,413,216,318,261,277,219,214,251,91,246,368,346,154,203
DpSigP-61228,230,156,65,120,78,153,163,207,180,148,45,169,227,181,39,133
DpSigP-61235,233,6,0,15,7,15,20,7,13,10,5,10,11,23,1,11
DpSigP-61252,1790,166,11,90,19,37,100,156,221,247,9,36,113,76,21,105
DpSigP-61287,164,154,87,185,192,419,210,115,78,64,47,153,266,259,27,52
DpSigP-61292,200,2055,559,1969,804,2106,2193,1813,1828,1444,620,1974,2344,2168,396,1463
DpSigP-61296,221,112,89,125,147,100,102,142,48,43,1,120,125,69,49,95
DpSigP-61319,1199,6296,7433,9646,8544,14060,13705,7385,10811,11284,12,4353,8394,18378,815,15117
DpSigP-61324,227,103,74,105,55,109,143,119,73,76,57,82,91,86,49,83
DpSigP-61327,194,3,0,2,3,3,4,4,7,8,2,1,14,11,14,2
DpSigP-61340,197,11,7,20,11,25,17,23,27,23,4,16,22,38,0,10
DpSigP-61376,1190,9,4,4,2,4,15,72,72,70,64,232,95,28,3,22
DpSigP-61441,445,13,14,29,23,15,68,40,19,29,8,44,27,68,11,28
DpSigP-61486,209,3,2,5,0,6,6,8,7,14,3,4,5,10,1,6
DpSigP-61492,184,0,0,1,0,1,1,5,2,29,301,782,1184,0,6,86
DpSigP-6151,1154,119,124,157,273,105,122,110,246,137,205,54,128,321,66,126
DpSigP-61551,194,332,123,528,258,557,594,493,634,753,354,563,582,944,101,282
DpSigP-61579,746,2281,4128,3478,4244,2649,2527,2618,3043,3526,256,325,1095,5107,948,2907
DpSigP-6158,1769,384,41,226,122,248,223,289,303,417,142,264,349,299,154,194
DpSigP-61587,194,83,32,97,70,115,124,76,150,122,43,136,101,180,36,74
DpSigP-61610,188,12,7,29,13,23,30,37,43,45,6,41,36,42,3,18
DpSigP-61670,164,601,137,616,191,620,677,667,445,333,104,578,711,490,67,415
DpSigP-61683,257,109,58,141,114,126,140,133,88,108,69,119,150,131,42,93
DpSigP-61701,194,0,0,5,0,1,1,4,20,7,0,0,0,1,1,0
DpSigP-61723,626,2540,791,1350,1460,2258,2139,2195,2186,2161,428,1578,2130,3031,662,1655
DpSigP-61726,887,8,0,29,2,21,27,13,15,11,1,5,15,34,0,3
DpSigP-61775,198,308,99,316,135,340,414,295,141,102,47,383,448,244,106,246
DpSigP-61793,422,2,1,4,13,8,6,2,9,9,3,13,8,20,1,4
DpSigP-61810,158,12,5,6,7,11,16,5,14,3,0,4,15,6,1,17
DpSigP-61823,239,2,1,2,1,1,4,120,141,111,0,1,1,2,1,0
DpSigP-61917,962,85,14,40,18,36,28,55,83,55,4,8,25,27,28,46
DpSigP-61921,203,720,448,1301,668,1152,1427,1128,1407,1210,742,1135,1604,1965,268,629
DpSigP-61947,758,7,0,9,8,15,19,10,15,6,4,4,7,21,1,8
DpSigP-62041,161,3,2,3,4,19,7,10,9,5,1,11,9,14,8,10
DpSigP-62048,173,73,55,70,118,94,108,105,105,117,28,75,107,142,40,53
DpSigP-62062,422,2244,180,324,136,560,907,1054,1616,1862,29,496,569,237,677,1154
DpSigP-62122,328,42,19,44,35,30,99,480,159,336,0,33,41,196,4,93
DpSigP-62130,158,18,5,10,8,22,23,22,32,28,0,7,22,42,3,9
DpSigP-62177,1454,19,16,84,100,84,47,66,94,42,19,32,127,155,4,28
DpSigP-62205,500,41,56,307,85,105,247,213,170,136,15,103,834,420,31,395
DpSigP-62208,419,8,0,2,2,9,3,12,6,4,0,2,7,6,4,6
DpSigP-62258,872,79,4,41,12,35,40,232,296,139,0,12,0,38,6,15
DpSigP-62283,167,1,21,4,43,1,3,3,2,1,0,2,0,3,28,0
DpSigP-62299,215,12,2,20,10,20,21,28,39,30,11,22,26,44,1,2
DpSigP-6230,200,30,6,16,24,19,24,22,19,30,11,19,28,28,7,30
DpSigP-62303,176,1373,472,2223,661,2150,2426,1724,2206,2144,1246,2123,2626,3274,257,1130
DpSigP-62324,179,12,5,14,11,11,8,7,2,1,2,11,9,0,8,6
DpSigP-6235,224,181,64,238,142,298,270,278,291,281,110,310,365,377,81,120
DpSigP-62355,185,2333,875,2507,1127,2688,3288,2341,2000,1510,978,2120,3353,2670,544,1954
DpSigP-62367,1502,2024,2409,12068,3400,8943,7577,5589,11196,9445,130,3282,12994,17672,203,13035
DpSigP-62370,266,517,442,819,567,804,976,1015,985,895,668,743,1055,1323,276,421
DpSigP-62403,150,1473,597,2100,1351,1981,2454,2840,3589,4252,607,2252,2341,5037,489,1254
DpSigP-62463,267,0,1,3,0,0,0,63,0,108,59,458,215,9,44,17
DpSigP-62466,323,4,0,7,1,2,10,13,14,16,4,5,3,13,1,5
DpSigP-62491,503,12,1,21,3,14,21,38,35,33,4,22,50,39,3,14
DpSigP-62495,179,9,1,2,0,4,10,3,1,0,0,14,5,1,0,2
DpSigP-62520,602,244,131,760,1191,565,1237,782,623,159,29,363,317,2144,42,540
DpSigP-62552,548,997,45,192,83,252,240,966,622,1806,226,253,328,410,164,233
DpSigP-62561,168,0,0,1,0,0,3,1,1,3,1,3,17,0,0,1
DpSigP-62575,203,1,3,6,7,8,3,5,5,2,1,5,11,8,1,11
DpSigP-62588,329,1223,47,302,299,667,543,1006,1524,1231,437,662,608,512,299,353
DpSigP-62603,248,2,1,2,1,2,8,4,5,2,7,5,8,6,1,2
DpSigP-62610,406,5,0,9,1,7,7,5,6,8,3,9,4,6,1,5
DpSigP-6264,437,215,18,39,10,86,42,460,795,989,101,213,84,135,110,37
DpSigP-62686,608,74,63,133,174,73,337,165,126,78,14,84,106,424,12,107
DpSigP-62723,200,14,12,33,7,32,59,26,18,11,21,42,49,37,8,8
DpSigP-62832,192,5,0,1,1,5,3,4,4,3,0,0,0,0,0,0
DpSigP-6285,199,242,338,258,240,269,302,247,321,312,84,262,423,357,121,217
DpSigP-62850,165,44,30,75,48,71,77,83,68,66,5,43,80,111,13,29
DpSigP-62854,257,18,3,58,23,60,78,53,40,36,161,66,74,56,5,48
DpSigP-62875,341,28,8,14,6,16,9,5,8,6,1,5,18,9,5,24
DpSigP-63,2417,28210,892,5921,1077,7838,11384,10001,11237,14555,37,4023,8277,3343,7199,15927
DpSigP-63012,176,8,3,21,2,12,19,12,9,10,3,13,28,10,3,7
DpSigP-63024,167,14,34,23,17,12,13,20,6,0,4,11,16,2,2,17
DpSigP-63046,191,23,0,11,0,3,1,18,9,1,0,2,9,1,2,5
DpSigP-63060,407,777,564,819,1253,1748,2352,1064,919,1041,243,1216,1174,5123,290,1324
DpSigP-63067,212,1765,1082,1804,1338,1952,1951,1986,1692,1377,676,1707,2432,1968,638,1327
DpSigP-63094,156,12,9,7,13,20,21,21,44,39,6,14,21,37,5,10
DpSigP-63099,392,1513,995,741,638,1056,1354,360,404,444,10,118,48,1020,331,1223
DpSigP-63135,382,19,3,3,4,9,5,33,78,29,0,0,0,3,1,1
DpSigP-63156,219,463,190,728,361,904,869,933,974,1057,503,1264,975,1416,215,397
DpSigP-63205,920,242,17,39,58,124,89,218,165,190,17,50,77,59,47,58
DpSigP-63214,329,0,0,1,0,3,6,4,4,5,2,2,7,11,1,0
DpSigP-63264,167,16,6,5,11,5,8,6,2,4,1,4,10,3,0,7
DpSigP-63312,569,57,55,250,114,90,614,459,341,254,12,108,234,1026,21,275
DpSigP-63433,407,27,1,12,21,22,13,0,0,0,53,113,48,2,5,6
DpSigP-63454,158,0,3,2,6,1,2,9,2,1,5,5,4,0,4,0
DpSigP-63544,249,19,17,37,12,32,34,375,417,142,17,41,51,18,8,12
DpSigP-63550,188,36,14,43,21,51,38,56,63,60,17,23,44,105,7,23
DpSigP-63552,167,3,2,6,4,2,9,3,0,1,8,8,7,4,4,3
DpSigP-63586,173,24,1,11,2,15,12,5,7,8,0,6,16,9,5,12
DpSigP-63606,347,87,105,51,31,126,80,59,56,28,2,91,77,123,13,123
DpSigP-63625,188,1610,706,2275,1028,2247,2305,1545,1178,961,76,1935,2253,1407,438,1230
DpSigP-63654,278,142,21,18,90,88,32,51,29,48,9,11,10,43,3,11
DpSigP-6366,191,2,4,0,0,0,0,0,3,0,0,0,4,0,0,1
DpSigP-63668,182,17,2,12,0,11,12,10,9,9,0,10,15,11,1,2
DpSigP-63670,169,2,3,3,8,0,1,1,1,2,3,1,1,3,3,0
DpSigP-63682,1328,121,11,35,26,35,73,21,19,9,8,11,16,51,3,18
DpSigP-63700,203,3,0,2,3,1,10,9,12,5,0,4,0,0,1,0
DpSigP-63704,629,83,86,52,78,76,67,171,210,194,30,69,70,137,36,61
DpSigP-63733,1226,49,27,123,85,112,151,119,192,131,55,98,90,377,9,64
DpSigP-63742,182,12,0,11,1,9,5,15,19,16,3,8,7,6,0,7
DpSigP-63765,170,3140,1160,3458,1433,3877,4123,2575,3319,2497,1087,3166,4479,4121,652,2119
DpSigP-63793,767,3011,372,1407,292,1354,859,3799,4286,5663,62,341,1026,998,4784,1366
DpSigP-63857,227,120,26,23,60,89,91,10,16,16,6,11,34,26,6,54
DpSigP-63929,713,11,6,14,4,18,8,18,43,24,9,16,21,24,7,11
DpSigP-63940,157,0,0,0,0,0,0,70,47,14,0,0,0,0,0,2
DpSigP-63963,944,12,3,5,38,9,12,37,9,50,59,184,65,28,13,14
DpSigP-63980,170,11,4,12,9,25,27,7,3,5,4,10,20,11,3,3
DpSigP-64010,1454,873,42,630,224,713,1085,611,565,374,155,464,621,964,107,358
DpSigP-64035,230,231,22,15,9,61,46,34,50,128,0,12,37,15,32,117
DpSigP-64056,150,353,209,472,292,456,695,652,628,671,32,480,698,826,157,317
DpSigP-64087,361,2,1,8,0,4,2,8,5,4,1,0,2,2,3,19
DpSigP-64092,755,288,223,215,233,272,330,139,165,167,479,392,371,338,51,378
DpSigP-64130,248,45,30,54,35,67,81,59,69,67,1,60,89,84,28,36
DpSigP-64134,533,0,9,0,0,0,0,5014,5321,5760,0,0,0,4,7,0
DpSigP-64149,770,1731,203,439,253,577,585,1228,1814,1409,47,553,533,409,357,937
DpSigP-64180,557,42,4,22,20,41,42,44,72,66,25,48,55,83,12,17
DpSigP-64191,800,12,8,24,3,19,41,41,55,64,1,30,16,45,7,9
DpSigP-64249,986,542,68,601,159,504,207,2311,3119,1518,25,105,11,264,59,80
DpSigP-64252,1136,110,1,114,3,16,279,122,221,194,12,19,35,57,20,27
DpSigP-64276,2093,429,431,778,657,686,992,501,906,709,11,355,689,1217,115,922
DpSigP-64314,158,1,0,6,0,2,2,0,4,1,0,2,2,4,0,1
DpSigP-64324,173,457,352,501,333,508,560,560,560,491,227,465,586,644,179,320
DpSigP-64348,1901,108,19,40,39,95,100,154,119,118,39,150,129,110,17,71
DpSigP-64435,1838,375,83,284,163,421,584,363,438,559,157,790,703,616,117,425
DpSigP-64445,178,1451,934,753,1019,1314,1917,645,694,972,114,479,512,1512,438,1190
DpSigP-64447,176,124,77,205,134,174,240,311,407,433,85,179,229,350,100,123
DpSigP-64463,458,9,3,5,7,5,7,29,41,32,0,0,0,3,1,1
DpSigP-64472,1418,27,4,40,14,39,13,163,271,120,1,7,0,20,1,0
DpSigP-64489,743,1216,3025,1871,2010,2490,2836,2973,3389,4438,21,1193,1770,3326,180,3148
DpSigP-645,1238,17,15,29,8,17,7,125,154,70,1,2,1,10,2,1
DpSigP-64505,622,354,21,522,107,432,658,512,735,641,38,153,584,730,46,288
DpSigP-64510,584,11,5,33,12,46,63,55,50,17,7,33,83,52,1,5
DpSigP-64540,185,251,61,186,51,124,180,212,299,316,42,264,369,202,27,572
DpSigP-64568,176,13,2,21,7,22,24,22,30,26,5,24,23,54,3,10
DpSigP-6457,428,20,1,14,9,3,29,13,32,25,15,20,27,17,2,13
DpSigP-64574,188,30,4,24,4,29,20,22,24,39,2,18,39,22,13,27
DpSigP-64599,581,9,2,17,12,26,50,64,34,154,1239,141,33,109,11,11
DpSigP-6460,152,54,11,48,22,70,89,42,65,38,13,46,67,44,18,31
DpSigP-64634,665,356,24,267,55,156,411,443,914,703,37,116,175,516,54,310
DpSigP-64679,410,0,7,79,23,20,163,45,70,79,8,44,76,229,6,102
DpSigP-64697,506,145,9,54,3,71,127,114,187,192,2,84,64,16,62,119
DpSigP-64701,734,2837,446,479,286,1206,798,1900,2008,3215,99,840,916,341,1331,2359
DpSigP-6476,319,0,42,1,37,1,3,0,1,0,10,0,0,0,8,1
DpSigP-64770,224,5,0,5,0,4,0,2,11,6,0,0,2,4,1,2
DpSigP-64787,1814,5594,1623,3510,2504,4743,4984,4140,4992,4157,588,2237,3935,6711,1434,3750
DpSigP-64803,179,1380,774,1682,1115,1654,1781,1377,1915,1688,500,1518,1983,2307,582,1240
DpSigP-64813,773,811,42,129,38,293,250,330,494,510,30,366,204,119,174,359
DpSigP-64826,569,55,2,26,11,42,5,117,198,106,5,5,2,12,7,4
DpSigP-64859,763,3,2,12,3,23,23,18,10,3,2,17,11,28,1,7
DpSigP-64915,509,990,62,88,183,239,340,445,815,361,53,64,147,216,212,114
DpSigP-6492,251,0,0,10,2,3,4,3,1,0,0,2,2,2,2,2
DpSigP-64960,551,0,0,5,1,12,5,11,3,16,121,205,54,22,2,7
DpSigP-64972,215,32,11,13,18,17,14,17,25,14,4,6,26,20,6,17
DpSigP-64987,203,96,55,158,85,135,146,144,177,177,82,134,174,261,40,95
DpSigP-6499,509,6,54,85,90,45,49,71,119,77,19,40,72,274,1,47
DpSigP-65055,293,4,1,3,1,2,11,16,1,1,6,12,9,0,3,4
DpSigP-65064,166,22,41,15,10,18,14,18,11,22,1,14,19,23,11,17
DpSigP-65067,203,0,0,1,3,1,0,3,0,0,0,2,3,0,0,2
DpSigP-65071,471,17,1,26,10,16,16,98,232,97,0,3,0,12,1,2
DpSigP-6510,326,329,118,387,191,387,541,315,409,392,188,350,504,719,112,204
DpSigP-65100,176,29,10,14,9,14,32,34,17,21,12,16,26,39,7,14
DpSigP-65160,257,14,6,21,8,14,33,14,10,7,18,25,20,14,1,9
DpSigP-65168,170,0,0,2,1,2,1,6,0,1,0,1,0,2,0,0
DpSigP-6517,1430,86,16,53,45,87,135,93,97,89,24,68,172,155,13,49
DpSigP-65172,896,1401,69,587,213,518,613,1148,1381,1589,76,380,647,839,272,757
DpSigP-65178,296,2,0,2,3,1,1,2,1,9,0,3,11,8,0,5
DpSigP-65186,488,7,1,4,4,9,12,9,10,11,2,2,5,17,1,6
DpSigP-65192,1082,4,1,33,3,26,46,27,43,27,4,13,16,41,4,14
DpSigP-65199,176,8,2,7,3,9,4,8,3,1,1,5,4,2,1,3
DpSigP-65201,1295,636,217,681,422,719,663,592,783,717,112,382,747,826,255,598
DpSigP-65217,389,83,60,89,91,110,74,139,132,132,54,97,120,183,34,55
DpSigP-65237,324,1,0,10,0,2,0,18,50,18,0,1,0,4,0,0
DpSigP-65244,407,25,0,14,1,9,13,20,23,29,2,5,14,14,4,7
DpSigP-65266,203,2,4,1,2,9,14,2,1,0,4,5,9,2,0,1
DpSigP-65295,308,7,6,3,3,6,6,2,1,2,2,5,5,7,0,5
DpSigP-65312,449,8,1,18,2,28,41,14,19,23,6,14,24,26,1,12
DpSigP-65344,1391,80,16,81,70,78,65,230,244,213,20,86,157,135,17,69
DpSigP-6535,350,11,3,1,4,4,5,9,9,9,14,14,3,11,1,3
DpSigP-65384,461,1,0,0,0,1,4,4,1,4,18,11,3,0,0,3
DpSigP-65454,1271,546,322,558,512,463,724,1068,1473,1026,314,666,1166,1543,136,579
DpSigP-65462,419,8,1,13,1,7,4,43,59,32,0,0,0,1,0,2
DpSigP-65476,1058,264,47,182,35,192,67,355,324,94,12,118,105,210,4,132
DpSigP-65481,272,443,170,762,343,806,944,650,861,834,228,871,852,1283,159,432
DpSigP-65493,1250,638,12,236,21,148,285,213,268,978,12,89,258,173,324,266
DpSigP-65497,779,6,2,6,7,12,15,4,11,5,5,16,7,25,2,7
DpSigP-65512,332,10,6,8,489,3,13,0,3,9,0,18,1103,3,36,27
DpSigP-65528,515,12,5,19,10,39,70,23,44,46,30,32,42,52,6,12
DpSigP-65530,908,34,2,11,4,25,19,23,31,26,0,6,14,6,11,39
DpSigP-65544,800,223,314,593,764,645,451,728,1118,824,210,341,625,1551,74,285
DpSigP-65555,551,78,33,70,47,82,100,105,141,131,19,82,76,98,38,64
DpSigP-65584,268,1,1,4,4,1,3,18,5,2,2,2,5,2,0,4
DpSigP-65612,242,34,11,16,8,12,10,25,9,16,12,16,16,16,8,17
DpSigP-6562,746,1249,198,1287,772,1939,2809,1572,1548,1584,649,2097,1827,3907,306,1233
DpSigP-65628,212,15,3,9,5,10,5,10,10,8,6,6,13,8,9,11
DpSigP-65672,167,1,0,2,6,4,11,1,7,3,1,4,6,4,4,2
DpSigP-65686,944,197,86,211,104,203,267,201,167,275,146,1048,686,407,65,323
DpSigP-65705,1076,113,1,73,7,82,214,272,398,196,2,8,92,63,24,29
DpSigP-65710,425,20,5,21,14,19,31,41,33,53,4,25,39,48,6,24
DpSigP-6572,308,5,3,2,4,4,6,9,6,4,9,6,9,9,1,2
DpSigP-6574,176,1267,1030,1818,1170,1849,2260,2441,2547,2586,487,1724,2282,3397,529,1146
DpSigP-65766,1094,1079,324,1837,1268,2536,3429,1404,2187,1851,332,2157,2292,4897,92,1731
DpSigP-65770,167,7,4,4,6,5,11,6,6,0,4,7,16,2,5,2
DpSigP-65777,944,143,125,282,195,191,462,312,311,227,18,115,233,564,56,218
DpSigP-65793,323,947,59,3823,9,43,199,6840,184,21505,538,8444,12855,15084,4572,12540
DpSigP-65829,740,41,7,34,13,45,10,156,210,142,2,4,1,19,4,9
DpSigP-65831,483,53883,6367,34194,88466,157034,224507,0,1,2,1,9,14,12172,9,8
DpSigP-65833,479,192,37,103,60,86,137,208,552,170,11,56,261,246,63,126
DpSigP-65856,416,67,9,15,11,22,14,594,1057,851,4,8,40,22,23,8
DpSigP-65864,1925,91,26,168,44,78,52,536,638,297,4,25,11,65,11,10
DpSigP-65868,497,210,77,157,144,155,229,205,161,136,5,135,232,326,20,206
DpSigP-65881,311,10,1,10,7,6,18,15,28,6,18,45,12,41,0,12
DpSigP-65889,248,499,279,601,274,645,721,617,841,778,260,600,838,962,146,429
DpSigP-65901,305,36,159,104,283,111,117,75,132,119,56,74,151,285,20,99
DpSigP-65930,173,303,113,501,291,508,571,539,639,582,303,392,538,833,116,256
DpSigP-65934,266,273,133,468,214,460,582,575,536,511,475,391,592,926,125,271
DpSigP-65950,212,17,6,25,12,28,17,28,18,15,6,16,24,16,12,18
DpSigP-65953,287,17,0,17,8,8,17,11,22,21,5,11,15,17,2,10
DpSigP-65956,419,13,2,18,4,4,12,135,3,316,74,623,347,165,67,185
DpSigP-65958,369,479,242,303,366,542,467,508,586,580,148,459,480,839,169,448
DpSigP-65979,167,506,10,103,31,195,97,143,143,69,12,53,98,33,117,76
DpSigP-66039,1292,43,2,60,21,70,90,82,167,129,30,84,88,125,11,43
DpSigP-66056,164,44,14,49,24,44,73,47,84,75,12,44,94,94,33,45
DpSigP-66065,428,4,15,18,24,24,20,243,298,290,9,13,32,65,11,7
DpSigP-66097,464,128,116,128,167,190,146,112,152,203,52,163,199,293,50,177
DpSigP-66131,200,0,0,3,1,2,2,2,2,2,0,2,1,5,0,0
DpSigP-6616,479,17,1,10,19,5,7,4,7,7,5,32,164,12,54,24
DpSigP-66181,1694,1402,107,478,179,636,624,941,916,1428,93,470,948,642,447,720
DpSigP-66184,377,19,18,15,19,14,7,7,25,17,2,4,8,15,6,20
DpSigP-66204,1742,3574,888,2861,1281,3418,4177,3324,4035,3315,265,1422,2458,5714,941,2825
DpSigP-66207,368,121,70,134,155,456,316,101,116,133,17,90,269,275,34,203
DpSigP-66232,1583,2174,338,1305,833,1674,1186,3129,3781,1986,446,660,1391,1873,623,901
DpSigP-66234,1034,52,24,59,33,167,92,81,44,22,4,67,70,88,12,80
DpSigP-66244,1616,800,194,541,368,773,881,936,1066,938,169,598,718,1164,179,563
DpSigP-66251,977,214,24,188,72,380,369,176,323,209,54,193,180,442,74,169
DpSigP-66258,293,238,2498,325,843,417,438,283,337,367,73,174,374,953,247,419
DpSigP-66270,752,205,73,257,257,504,855,456,300,500,298,1455,1128,558,91,471
DpSigP-66273,431,53,11,86,31,104,138,98,105,116,33,76,108,161,14,32
DpSigP-66296,860,149,8,38,40,49,55,110,60,36,33,84,58,22,33,32
DpSigP-66301,752,158,97,847,249,486,2290,1007,1473,852,58,394,902,1658,20,687
DpSigP-66316,539,101,60,70,29,73,141,120,77,188,14,127,84,111,34,87
DpSigP-66357,911,36,2,14,4,18,4,85,110,65,1,5,0,7,2,4
DpSigP-66403,206,30346,789,5933,12858,43060,45221,3,0,4,0,3,12,5876,1,6
DpSigP-66455,716,917,2066,1336,1750,1945,2305,4135,3346,2645,57,1644,3633,5786,274,2019
DpSigP-66463,888,6,9,13,18,18,7,31,40,36,8,18,23,31,1,10
DpSigP-66488,185,568,272,666,390,741,875,870,769,578,246,561,889,998,175,414
DpSigP-66503,1215,15,10,16,12,19,20,83,102,95,11,25,27,55,8,6
DpSigP-66517,268,109,24,127,34,106,147,107,116,134,46,95,118,164,22,70
DpSigP-66525,431,0,0,4,2,5,10,13,24,21,13,15,7,9,1,6
DpSigP-66572,1622,80,7,169,38,177,277,166,312,299,40,55,171,293,22,36
DpSigP-66574,1592,610,187,616,699,1306,878,1098,681,873,88,574,1319,1258,293,629
DpSigP-66576,185,1,1,1,2,4,2,2,0,0,2,2,4,0,0,1
DpSigP-6658,185,1,3,0,2,2,1,1,2,0,3,1,0,2,3,2
DpSigP-66580,194,675,153,310,168,383,333,465,549,609,601,937,627,508,270,515
DpSigP-66586,398,751,193,1291,556,1064,1532,1483,1997,3616,1613,3660,4165,2723,380,1677
DpSigP-66607,156,1,0,0,1,1,1,4,2,3,1,1,1,1,0,0
DpSigP-66618,1568,11,415,3360,572,395,156,1805,3135,3672,25,649,5870,4095,58,2757
DpSigP-66625,740,94,1,181,3,66,180,143,255,259,7,70,154,60,27,103
DpSigP-66634,269,28,22,25,30,33,24,27,22,22,17,45,62,41,21,32
DpSigP-66654,215,4,5,7,16,7,6,12,5,3,5,8,8,7,7,1
DpSigP-66660,191,0,0,0,0,0,0,235,271,499,0,0,0,1,0,3
DpSigP-66662,203,40,28,32,57,46,22,21,5,4,10,20,35,21,18,20
DpSigP-66695,1796,65,2,118,34,74,102,113,138,176,49,88,157,169,17,66
DpSigP-66711,233,20,5,10,7,6,17,8,2,2,8,7,11,8,6,5
DpSigP-66733,884,653,293,728,239,612,500,169,189,327,10,217,370,676,25,744
DpSigP-66735,185,0,0,0,0,0,0,1,0,2,1,1,2,3,2,2
DpSigP-66745,209,22,3,11,6,23,10,9,0,2,72,23,22,3,3,13
DpSigP-66772,485,227,224,357,227,435,511,405,279,296,44,428,426,1015,45,378
DpSigP-66782,1679,17,1,55,11,67,250,53,64,59,16,50,46,108,16,16
DpSigP-66794,1361,445,197,355,352,461,435,747,738,632,92,395,492,850,133,314
DpSigP-66797,167,0,2,0,0,0,0,211,331,622,0,0,0,1,0,0
DpSigP-66799,188,0,1,6,1,5,0,6,7,9,0,4,0,2,0,0
DpSigP-66807,458,947,256,459,628,1035,696,1556,1453,1339,162,786,803,1250,310,514
